magnitudes	Swill6_5
NODE_A5762_length_637_cov_8.092857_S5	596
NODE_A5822_length_635_cov_3.772401_S5	504
NODE_A5868_length_633_cov_6.363309_S5	408
NODE_A6126_length_623_cov_6.584249_S5	455
NODE_A6131_length_623_cov_4.741758_S5	587
NODE_A6146_length_622_cov_48.412844_S5	1890
NODE_A6147_length_622_cov_19.966972_S5	769
NODE_A6161_length_622_cov_4.220183_S5	506
NODE_A6253_length_618_cov_4.378928_S5	1366
NODE_A6441_length_612_cov_9.381308_S5	1349
NODE_A6528_length_609_cov_27.003759_S5	1178
NODE_B583_length_609_cov_20.708647_S5	1867
NODE_A6574_length_608_cov_6.199623_S5	685
NODE_A6625_length_606_cov_11.387524_S5	537
NODE_B612_length_602_cov_1.318095_S5	462
NODE_B629_length_596_cov_1.543353_S5	413
NODE_A7086_length_593_cov_4.093023_S5	588
NODE_A7171_length_590_cov_7.662768_S5	461
NODE_A7267_length_588_cov_3.164384_S5	488
NODE_A7505_length_581_cov_2.974206_S5	575
NODE_A7521_length_580_cov_5.139165_S5	1161
NODE_A7581_length_578_cov_15.596806_S5	7095
NODE_A7763_length_573_cov_20.750000_S5	636
NODE_A7912_length_569_cov_3.160569_S5	498
NODE_C58_length_567_cov_1.293878_S5	1223
NODE_A8064_length_565_cov_5.754098_S5	1267
NODE_C61_length_564_cov_0.948665_S5	428
NODE_A8202_length_561_cov_29.502066_S5	416
NODE_A8205_length_561_cov_13.328512_S5	576
NODE_A8256_length_560_cov_4.602484_S5	567
NODE_A8284_length_559_cov_4.655602_S5	914
NODE_A8353_length_557_cov_5.054167_S5	380
NODE_A8366_length_557_cov_3.781250_S5	1602
NODE_A8395_length_556_cov_7.131524_S5	328
NODE_A8569_length_552_cov_5.328421_S5	398
NODE_A8665_length_549_cov_9.574153_S5	840
NODE_A8717_length_548_cov_3.915074_S5	466
NODE_A8745_length_547_cov_4.078723_S5	563
NODE_A8894_length_543_cov_8.530043_S5	480
NODE_A8968_length_541_cov_12.730603_S5	2413
NODE_B822_length_541_cov_1.987069_S5	411
NODE_C69_length_533_cov_0.940789_S5	929
NODE_A9361_length_532_cov_5.716484_S5	1544
NODE_A9445_length_530_cov_42.741722_S5	546
NODE_A9469_length_530_cov_3.547461_S5	423
NODE_A9553_length_528_cov_5.321508_S5	378
NODE_A9692_length_524_cov_9.445190_S5	507
NODE_A9779_length_522_cov_8.267416_S5	624
NODE_A9821_length_521_cov_18.689189_S5	885
NODE_A9823_length_521_cov_7.371622_S5	3480
NODE_A9842_length_521_cov_3.204955_S5	415
NODE_B921_length_520_cov_4.252822_S5	459
NODE_A9903_length_519_cov_506.024887_S5	9415
NODE_A9923_length_519_cov_4.970588_S5	384
NODE_A9965_length_518_cov_13.877551_S5	947
NODE_A9966_length_518_cov_8.165533_S5	491
NODE_A9979_length_518_cov_4.746032_S5	334
NODE_A10117_length_515_cov_4.783105_S5	461
NODE_B952_length_515_cov_1.447489_S5	516
NODE_A10260_length_512_cov_3.772414_S5	709
NODE_A10385_length_509_cov_26.745370_S5	3543
NODE_A10433_length_508_cov_6.533643_S5	437
NODE_A10524_length_506_cov_15.729604_S5	476
NODE_A10592_length_505_cov_4.228972_S5	359
NODE_A10630_length_504_cov_19.512881_S5	741
NODE_A10632_length_504_cov_12.093677_S5	1493
NODE_A10684_length_503_cov_5.847418_S5	448
NODE_A10821_length_500_cov_6.361702_S5	605
