magnitudes	CF6_5
NODE_A252_length_969_cov_18.587444_S48	1149
NODE_A254_length_969_cov_8.551570_S48	955
NODE_A256_length_966_cov_7.115861_S48	1246
NODE_A260_length_964_cov_15.944758_S48	1965
NODE_A262_length_962_cov_17.889266_S48	1279
NODE_A266_length_958_cov_4.547106_S48	2526
NODE_A272_length_947_cov_7.806897_S48	766
NODE_A279_length_940_cov_8.599073_S48	1028
NODE_B22_length_931_cov_2.655738_S48	1563
NODE_A289_length_928_cov_77.364277_S48	3133
NODE_A292_length_925_cov_5.271226_S48	753
NODE_A301_length_915_cov_23.114558_S48	2064
NODE_A305_length_912_cov_11.659880_S48	1099
NODE_B26_length_904_cov_2.067715_S48	1828
NODE_A322_length_889_cov_3.871921_S48	921
NODE_A328_length_885_cov_3.420792_S48	738
NODE_A330_length_883_cov_13.828784_S48	671
NODE_A333_length_882_cov_6.086957_S48	670
NODE_B32_length_877_cov_2.067500_S48	987
NODE_A339_length_876_cov_4.316646_S48	714
NODE_A341_length_873_cov_12.797739_S48	1159
NODE_A350_length_865_cov_38.821066_S48	2550
NODE_A352_length_864_cov_10.113088_S48	1089
NODE_A357_length_860_cov_3.662835_S48	1369
NODE_A359_length_857_cov_48.878205_S48	1154
NODE_A370_length_847_cov_9.423377_S48	899
NODE_A371_length_847_cov_8.729870_S48	741
NODE_A375_length_844_cov_18.054759_S48	1489
NODE_A378_length_842_cov_6.462745_S48	1054
NODE_A385_length_839_cov_16.129921_S48	833
NODE_A395_length_833_cov_4.662698_S48	651
NODE_B37_length_833_cov_2.933862_S48	1562
NODE_A399_length_832_cov_30.917881_S48	5513
NODE_A402_length_831_cov_5.462865_S48	790
NODE_A419_length_819_cov_19.447439_S48	3245
NODE_A420_length_819_cov_4.618598_S48	1204
NODE_A423_length_818_cov_5.350877_S48	1717
NODE_A444_length_805_cov_5.817308_S48	753
NODE_A447_length_802_cov_5.068966_S48	731
NODE_C2_length_800_cov_2.428769_S48	4717
NODE_A458_length_793_cov_22.015363_S48	5570
NODE_A462_length_792_cov_3.083916_S48	2958
NODE_B42_length_787_cov_11.653521_S48	20161
NODE_A492_length_776_cov_14.553648_S48	612
NODE_B43_length_776_cov_4.692418_S48	3054
NODE_A500_length_772_cov_15.946763_S48	1079
NODE_A504_length_770_cov_5.340548_S48	720
NODE_A505_length_769_cov_10.748555_S48	1843
NODE_A510_length_767_cov_3.723188_S48	942
NODE_A515_length_764_cov_4.973799_S48	944
NODE_B46_length_764_cov_5.889374_S48	2462
NODE_A524_length_761_cov_8.334795_S48	1987
NODE_A549_length_752_cov_15.468148_S48	856
NODE_A553_length_751_cov_7.066766_S48	4074
NODE_A556_length_750_cov_14.014859_S48	1024
NODE_A558_length_750_cov_5.989599_S48	583
NODE_B48_length_750_cov_4.065379_S48	1675
NODE_A559_length_749_cov_11.117560_S48	1133
NODE_B49_length_748_cov_6.402385_S48	3406
NODE_A564_length_746_cov_2.704036_S48	843
NODE_B53_length_744_cov_2.550225_S48	3775
NODE_B54_length_743_cov_4.097598_S48	4695
NODE_A580_length_740_cov_5.600302_S48	721
NODE_B56_length_735_cov_2.802432_S48	768
NODE_A596_length_733_cov_6.234756_S48	1218
NODE_A607_length_729_cov_17.147239_S48	1727
NODE_A613_length_727_cov_3.898462_S48	755
NODE_A615_length_726_cov_5.787365_S48	631
NODE_B60_length_726_cov_3.306626_S48	2090
NODE_A622_length_723_cov_3.760062_S48	891
NODE_A624_length_722_cov_4.159690_S48	1248
NODE_A630_length_720_cov_10.124417_S48	923
NODE_B64_length_719_cov_4.468847_S48	3688
NODE_A637_length_718_cov_15.555382_S48	563
NODE_A638_length_718_cov_3.104524_S48	625
NODE_A641_length_717_cov_4.354687_S48	1038
NODE_A642_length_717_cov_1.645312_S48	961
NODE_A643_length_716_cov_18.209703_S48	1797
NODE_B66_length_713_cov_5.537736_S48	2920
NODE_A663_length_708_cov_12.242472_S48	1084
NODE_B67_length_708_cov_5.264659_S48	3384
NODE_A667_length_707_cov_27.371429_S48	594
NODE_B72_length_700_cov_2.292135_S48	656
NODE_B73_length_699_cov_10.035370_S48	4154
NODE_A693_length_698_cov_28.772947_S48	545
NODE_B76_length_697_cov_2.012903_S48	1012
NODE_A702_length_696_cov_6.762520_S48	642
NODE_A710_length_693_cov_12.788961_S48	685
NODE_A711_length_693_cov_5.480519_S48	1246
NODE_A716_length_691_cov_5.892508_S48	1516
NODE_A717_length_689_cov_9.870915_S48	3674
NODE_A720_length_689_cov_4.106209_S48	1252
NODE_A726_length_687_cov_8.068852_S48	1744
NODE_A731_length_686_cov_3.763547_S48	938
NODE_A741_length_684_cov_35.123558_S48	5444
NODE_A742_length_684_cov_10.509061_S48	1135
NODE_A762_length_678_cov_2.524126_S48	820
NODE_A770_length_675_cov_11.294314_S48	1206
NODE_A774_length_673_cov_4.622483_S48	684
NODE_A775_length_673_cov_3.880872_S48	676
NODE_A777_length_673_cov_2.880872_S48	980
NODE_A782_length_672_cov_4.712605_S48	539
NODE_A783_length_672_cov_4.608403_S48	7799
NODE_A785_length_671_cov_12.321549_S48	2978
NODE_A789_length_669_cov_12.844595_S48	854
NODE_B92_length_669_cov_4.577703_S48	1071
NODE_A799_length_668_cov_3.592217_S48	805
NODE_A806_length_666_cov_6.692699_S48	722
NODE_A809_length_665_cov_12.430272_S48	2582
NODE_A814_length_664_cov_3.998296_S48	604
NODE_A830_length_661_cov_5.604452_S48	1629
NODE_A831_length_661_cov_4.589041_S48	4980
NODE_B97_length_660_cov_2.759863_S48	1432
NODE_B99_length_659_cov_3.850515_S48	2460
NODE_B100_length_657_cov_1.617241_S48	701
NODE_A864_length_655_cov_3.904844_S48	533
NODE_A869_length_654_cov_13.188908_S48	4005
NODE_A870_length_654_cov_8.717504_S48	787
NODE_A877_length_653_cov_12.423611_S48	772
NODE_B107_length_651_cov_7.494774_S48	4542
NODE_A892_length_649_cov_29.723776_S48	484
NODE_A894_length_649_cov_5.973776_S48	1317
NODE_A898_length_648_cov_8.001751_S48	1543
NODE_A900_length_648_cov_4.311734_S48	1077
NODE_A904_length_647_cov_15.931579_S48	1343
NODE_A907_length_647_cov_4.500000_S48	2193
NODE_C5_length_646_cov_1.228471_S48	8728
NODE_A919_length_645_cov_8.204225_S48	544
NODE_A929_length_643_cov_16.570671_S48	994
NODE_A930_length_643_cov_16.044170_S48	4911
NODE_A931_length_643_cov_4.678445_S48	1736
NODE_C6_length_642_cov_0.881416_S48	2121
NODE_A943_length_640_cov_6.476021_S48	547
NODE_A953_length_639_cov_1.544484_S48	698
NODE_A964_length_636_cov_20.622540_S48	1756
NODE_A965_length_636_cov_10.840787_S48	489
NODE_A974_length_634_cov_3.723519_S48	870
NODE_B119_length_634_cov_2.414722_S48	2651
NODE_B120_length_633_cov_2.620504_S48	557
NODE_A987_length_632_cov_6.902703_S48	495
NODE_A989_length_632_cov_4.266667_S48	1222
NODE_B122_length_632_cov_11.403604_S48	4258
NODE_A995_length_631_cov_14.028881_S48	1367
NODE_A996_length_631_cov_6.572202_S48	1020
NODE_A997_length_631_cov_3.898917_S48	1331
NODE_A998_length_631_cov_2.774368_S48	809
NODE_A1000_length_629_cov_14.224638_S48	837
NODE_A1002_length_629_cov_3.813406_S48	716
NODE_A1003_length_629_cov_3.548913_S48	1833
NODE_A1004_length_629_cov_3.282609_S48	857
NODE_A1014_length_628_cov_2.753176_S48	1019
NODE_A1015_length_627_cov_6.012727_S48	838
NODE_A1020_length_626_cov_8.455373_S48	2170
NODE_A1030_length_625_cov_4.771898_S48	615
NODE_B131_length_625_cov_1.297445_S48	1589
NODE_A1040_length_624_cov_5.049360_S48	886
NODE_A1044_length_624_cov_2.215722_S48	649
NODE_A1045_length_623_cov_11.657509_S48	720
NODE_A1053_length_622_cov_13.350459_S48	1123
NODE_A1071_length_620_cov_4.777164_S48	989
NODE_A1084_length_618_cov_6.005545_S48	957
NODE_A1093_length_617_cov_3.857407_S48	635
NODE_A1099_length_615_cov_10.959108_S48	824
NODE_A1100_length_615_cov_8.537175_S48	2772
NODE_B141_length_615_cov_1.920074_S48	802
NODE_B143_length_614_cov_1.614525_S48	1613
NODE_A1112_length_613_cov_8.154851_S48	604
NODE_B145_length_613_cov_3.865672_S48	4266
NODE_A1118_length_612_cov_3.117757_S48	1139
NODE_A1119_length_612_cov_3.035514_S48	677
NODE_B147_length_610_cov_6.076923_S48	7123
NODE_B149_length_607_cov_1.294340_S48	664
NODE_A1164_length_606_cov_6.625709_S48	684
NODE_A1166_length_606_cov_4.245747_S48	723
NODE_A1170_length_605_cov_14.020833_S48	1707
NODE_A1171_length_605_cov_5.922348_S48	581
NODE_A1172_length_605_cov_5.755682_S48	1089
NODE_A1177_length_605_cov_3.251894_S48	919
NODE_A1182_length_603_cov_9.868821_S48	1737
NODE_A1205_length_601_cov_32.177481_S48	883
NODE_A1209_length_601_cov_3.208015_S48	834
NODE_A1217_length_600_cov_6.384321_S48	1041
NODE_A1218_length_600_cov_6.250478_S48	798
NODE_A1219_length_600_cov_5.835564_S48	2212
NODE_A1228_length_599_cov_6.687739_S48	4984
NODE_A1231_length_599_cov_3.367816_S48	1062
NODE_A1240_length_598_cov_3.017274_S48	1265
NODE_C9_length_598_cov_0.748560_S48	2635
NODE_A1246_length_597_cov_15.125000_S48	735
NODE_A1247_length_597_cov_8.817308_S48	1140
NODE_A1250_length_597_cov_3.873077_S48	589
NODE_A1253_length_597_cov_2.442308_S48	1357
NODE_C10_length_596_cov_0.296724_S48	1936
NODE_A1270_length_595_cov_4.345560_S48	1215
NODE_A1276_length_594_cov_27.197292_S48	456
NODE_A1290_length_592_cov_4.654369_S48	2421
NODE_A1295_length_591_cov_8.221790_S48	2353
NODE_A1309_length_589_cov_8.296875_S48	1691
NODE_A1310_length_589_cov_4.527344_S48	1031
NODE_A1313_length_588_cov_20.958904_S48	1678
NODE_A1316_length_588_cov_5.996086_S48	693
NODE_A1318_length_588_cov_5.273973_S48	705
NODE_A1320_length_588_cov_2.931507_S48	1037
NODE_A1330_length_586_cov_11.994106_S48	849
NODE_A1336_length_585_cov_7.907480_S48	813
NODE_A1337_length_585_cov_5.950787_S48	3042
NODE_A1339_length_585_cov_4.137795_S48	472
NODE_A1344_length_585_cov_2.564961_S48	707
NODE_B174_length_585_cov_1.076772_S48	515
NODE_A1347_length_584_cov_5.710059_S48	400
NODE_B175_length_584_cov_4.465483_S48	2082
NODE_B176_length_584_cov_4.408284_S48	2652
NODE_B177_length_584_cov_3.220907_S48	3462
NODE_A1357_length_582_cov_8.893069_S48	1199
NODE_B182_length_581_cov_5.924603_S48	3535
NODE_B185_length_581_cov_1.533730_S48	1552
NODE_A1383_length_579_cov_14.986056_S48	1271
NODE_A1384_length_579_cov_14.647410_S48	1360
NODE_A1388_length_579_cov_5.438247_S48	412
NODE_A1393_length_579_cov_2.739044_S48	1174
NODE_A1395_length_578_cov_9.918164_S48	10894
NODE_A1405_length_577_cov_10.906000_S48	1478
NODE_A1406_length_577_cov_6.604000_S48	951
NODE_A1407_length_577_cov_4.558000_S48	905
NODE_B189_length_577_cov_2.550000_S48	952
NODE_A1417_length_576_cov_5.142285_S48	1505
NODE_A1419_length_576_cov_4.583166_S48	3781
NODE_A1420_length_576_cov_3.693387_S48	616
NODE_A1424_length_575_cov_5.126506_S48	497
NODE_A1427_length_575_cov_2.901606_S48	1473
NODE_B190_length_574_cov_2.770624_S48	475
NODE_A1453_length_573_cov_4.417339_S48	1056
NODE_A1459_length_573_cov_2.566532_S48	613
NODE_A1466_length_572_cov_5.351515_S48	2145
NODE_A1468_length_572_cov_4.723232_S48	599
NODE_A1490_length_570_cov_6.385396_S48	565
NODE_A1498_length_569_cov_5.920732_S48	545
NODE_A1500_length_569_cov_3.762195_S48	542
NODE_A1501_length_569_cov_2.770325_S48	636
NODE_A1514_length_567_cov_12.542857_S48	800
NODE_A1515_length_567_cov_10.448980_S48	1286
NODE_A1523_length_567_cov_3.767347_S48	1277
NODE_A1526_length_567_cov_1.993878_S48	756
NODE_A1531_length_566_cov_6.008180_S48	2033
NODE_A1532_length_566_cov_4.584867_S48	5273
NODE_B198_length_566_cov_2.184049_S48	815
NODE_C13_length_566_cov_2.366053_S48	9359
NODE_A1540_length_565_cov_4.899590_S48	526
NODE_A1545_length_565_cov_2.512295_S48	650
NODE_A1550_length_564_cov_12.238193_S48	916
NODE_A1579_length_561_cov_5.898760_S48	1054
NODE_A1605_length_559_cov_3.719917_S48	656
NODE_A1609_length_559_cov_3.381743_S48	483
NODE_C14_length_559_cov_0.703320_S48	590
NODE_A1618_length_558_cov_10.812890_S48	606
NODE_A1620_length_558_cov_7.455301_S48	515
NODE_A1621_length_558_cov_4.893971_S48	692
NODE_A1631_length_557_cov_8.610417_S48	1910
NODE_A1632_length_557_cov_7.725000_S48	1093
NODE_A1635_length_557_cov_5.245833_S48	412
NODE_A1649_length_556_cov_17.649269_S48	820
NODE_A1667_length_555_cov_3.485356_S48	869
NODE_A1679_length_554_cov_92.597484_S48	1833
NODE_A1681_length_554_cov_12.190776_S48	2761
NODE_A1683_length_554_cov_5.935010_S48	447
NODE_A1686_length_554_cov_3.970650_S48	1456
NODE_B210_length_554_cov_3.010482_S48	674
NODE_B211_length_554_cov_2.708595_S48	5158
NODE_A1705_length_552_cov_9.686316_S48	521
NODE_A1706_length_552_cov_5.734737_S48	518
NODE_A1707_length_552_cov_5.084211_S48	890
NODE_A1709_length_552_cov_4.206316_S48	612
NODE_A1719_length_551_cov_2.681435_S48	1619
NODE_A1732_length_549_cov_17.555085_S48	1581
NODE_B219_length_549_cov_5.618644_S48	2063
NODE_B220_length_549_cov_2.811441_S48	3008
NODE_A1749_length_548_cov_11.093418_S48	6667
NODE_A1761_length_547_cov_5.544681_S48	804
NODE_A1768_length_547_cov_2.414894_S48	631
NODE_A1776_length_546_cov_10.982942_S48	4676
NODE_A1778_length_546_cov_5.206823_S48	878
NODE_A1780_length_546_cov_3.375267_S48	1022
NODE_A1787_length_545_cov_26.833333_S48	2132
NODE_A1794_length_545_cov_2.912393_S48	880
NODE_A1805_length_544_cov_7.079229_S48	464
NODE_A1812_length_544_cov_3.252677_S48	683
NODE_B228_length_543_cov_2.482833_S48	14777
NODE_B230_length_542_cov_6.021505_S48	13618
NODE_A1850_length_541_cov_5.019397_S48	494
NODE_A1852_length_541_cov_4.405172_S48	897
NODE_A1853_length_541_cov_3.719828_S48	552
NODE_A1872_length_539_cov_5.523810_S48	781
NODE_A1874_length_539_cov_4.904762_S48	674
NODE_A1894_length_538_cov_2.861171_S48	601
NODE_B242_length_538_cov_1.093275_S48	488
NODE_A1901_length_537_cov_8.752174_S48	412
NODE_A1903_length_537_cov_4.823913_S48	673
NODE_A1905_length_537_cov_4.510870_S48	462
NODE_A1919_length_536_cov_2.849673_S48	549
NODE_A1928_length_535_cov_4.482533_S48	978
NODE_B245_length_535_cov_24.037118_S48	3914
NODE_A1943_length_534_cov_4.663020_S48	1572
NODE_A1944_length_534_cov_4.645514_S48	1296
NODE_A1945_length_534_cov_4.155361_S48	1411
NODE_A1951_length_534_cov_1.772429_S48	821
NODE_B249_length_534_cov_2.159737_S48	1086
NODE_A1968_length_532_cov_5.509890_S48	434
NODE_A1982_length_531_cov_12.936123_S48	1090
NODE_A1998_length_530_cov_6.593819_S48	426
NODE_A2004_length_530_cov_2.295806_S48	596
NODE_A2037_length_528_cov_4.104213_S48	555
NODE_A2039_length_528_cov_3.385809_S48	895
NODE_B257_length_528_cov_0.609756_S48	693
NODE_A2062_length_527_cov_2.651111_S48	5931
NODE_B259_length_527_cov_0.348889_S48	398
NODE_A2070_length_526_cov_6.224944_S48	417
NODE_C17_length_526_cov_1.300668_S48	1324
NODE_C19_length_526_cov_0.670379_S48	2744
NODE_A2088_length_525_cov_5.015625_S48	578
NODE_A2089_length_525_cov_4.370536_S48	789
NODE_A2090_length_525_cov_3.979911_S48	2538
NODE_B264_length_525_cov_0.325893_S48	676
NODE_B265_length_524_cov_7.624161_S48	3227
NODE_C20_length_524_cov_2.554810_S48	6768
NODE_A2114_length_523_cov_14.085202_S48	588
NODE_A2119_length_523_cov_3.262332_S48	972
NODE_A2123_length_523_cov_2.291480_S48	623
NODE_B268_length_523_cov_2.230942_S48	513
NODE_A2132_length_522_cov_4.393258_S48	729
NODE_A2152_length_521_cov_3.189189_S48	866
NODE_A2169_length_520_cov_3.916479_S48	941
NODE_A2175_length_520_cov_2.629797_S48	3100
NODE_A2185_length_519_cov_19.402715_S48	742
NODE_A2186_length_519_cov_15.692308_S48	659
NODE_A2190_length_519_cov_5.581448_S48	3949
NODE_A2195_length_519_cov_3.839367_S48	698
NODE_A2216_length_518_cov_2.478458_S48	651
NODE_B284_length_518_cov_1.424036_S48	1391
NODE_A2224_length_517_cov_10.522727_S48	1482
NODE_A2226_length_517_cov_7.904545_S48	2416
NODE_A2228_length_517_cov_7.340909_S48	1904
NODE_A2230_length_517_cov_6.125000_S48	1444
NODE_A2236_length_517_cov_3.152273_S48	1477
NODE_B285_length_517_cov_3.388636_S48	986
NODE_A2250_length_516_cov_5.425968_S48	450
NODE_A2257_length_516_cov_3.141230_S48	635
NODE_A2258_length_516_cov_2.610478_S48	842
NODE_A2275_length_515_cov_4.783105_S48	445
NODE_A2276_length_515_cov_4.497717_S48	477
NODE_A2278_length_515_cov_3.404110_S48	2235
NODE_A2283_length_515_cov_2.353881_S48	2698
NODE_C21_length_515_cov_0.719178_S48	763
NODE_A2294_length_514_cov_12.681922_S48	457
NODE_A2295_length_514_cov_6.494279_S48	655
NODE_A2297_length_514_cov_5.448513_S48	665
NODE_A2306_length_514_cov_2.041190_S48	497
NODE_A2313_length_513_cov_20.011468_S48	1321
NODE_A2324_length_513_cov_3.295872_S48	447
NODE_A2329_length_512_cov_22.105747_S48	653
NODE_A2346_length_511_cov_10.880184_S48	1148
NODE_A2348_length_511_cov_5.967742_S48	956
NODE_B298_length_511_cov_6.168203_S48	1703
NODE_A2366_length_510_cov_9.087760_S48	812
NODE_A2374_length_510_cov_2.769053_S48	2114
NODE_A2384_length_509_cov_5.020833_S48	468
NODE_A2386_length_509_cov_4.425926_S48	510
NODE_B303_length_509_cov_3.273148_S48	2344
NODE_B307_length_508_cov_3.266821_S48	749
NODE_A2420_length_507_cov_5.455814_S48	696
NODE_A2422_length_507_cov_4.683721_S48	1360
NODE_A2425_length_507_cov_3.334884_S48	858
NODE_B313_length_507_cov_1.193023_S48	758
NODE_A2439_length_506_cov_17.655012_S48	700
NODE_A2445_length_506_cov_4.496503_S48	414
NODE_A2467_length_505_cov_7.343458_S48	486
NODE_A2471_length_505_cov_4.988318_S48	391
NODE_A2483_length_505_cov_2.932243_S48	767
NODE_A2492_length_505_cov_2.051402_S48	544
NODE_B319_length_505_cov_4.448598_S48	1719
NODE_B321_length_505_cov_1.231308_S48	2518
NODE_A2502_length_504_cov_10.014052_S48	560
NODE_A2505_length_504_cov_6.046838_S48	796
NODE_A2524_length_503_cov_6.676056_S48	2564
NODE_A2525_length_503_cov_5.788732_S48	664
NODE_A2526_length_503_cov_5.572770_S48	967
NODE_A2537_length_503_cov_2.683099_S48	502
NODE_B327_length_503_cov_1.392019_S48	414
NODE_B329_length_503_cov_0.931925_S48	1750
NODE_A2555_length_502_cov_3.505882_S48	536
NODE_A2560_length_502_cov_2.924706_S48	799
NODE_A2567_length_502_cov_2.418824_S48	511
NODE_A2574_length_501_cov_8.830189_S48	992
NODE_A2575_length_501_cov_4.570755_S48	557
NODE_A2589_length_501_cov_1.959906_S48	921
NODE_A2590_length_501_cov_1.877358_S48	518
NODE_B334_length_501_cov_0.981132_S48	857
NODE_C24_length_501_cov_1.688679_S48	9215
NODE_A2596_length_500_cov_13.602837_S48	1807
NODE_A2600_length_500_cov_6.444444_S48	567
NODE_A2603_length_500_cov_4.501182_S48	768
NODE_A2604_length_500_cov_4.179669_S48	1110
