magnitudes	Swill6_6
NODE_A6147_length_622_cov_19.966972_S5	579
NODE_A6161_length_622_cov_4.220183_S5	483
NODE_A6253_length_618_cov_4.378928_S5	822
NODE_A6441_length_612_cov_9.381308_S5	698
NODE_A6528_length_609_cov_27.003759_S5	1032
NODE_B583_length_609_cov_20.708647_S5	1623
NODE_A6625_length_606_cov_11.387524_S5	369
NODE_B612_length_602_cov_1.318095_S5	427
NODE_A7521_length_580_cov_5.139165_S5	1079
NODE_A7581_length_578_cov_15.596806_S5	3936
NODE_A7763_length_573_cov_20.750000_S5	505
NODE_C58_length_567_cov_1.293878_S5	974
NODE_B724_length_566_cov_1.513292_S5	370
NODE_A8064_length_565_cov_5.754098_S5	640
NODE_A8202_length_561_cov_29.502066_S5	880
NODE_A8256_length_560_cov_4.602484_S5	389
NODE_A8284_length_559_cov_4.655602_S5	525
NODE_A8366_length_557_cov_3.781250_S5	1517
NODE_A8725_length_548_cov_2.399151_S5	376
NODE_A8745_length_547_cov_4.078723_S5	398
NODE_A8968_length_541_cov_12.730603_S5	1104
NODE_C69_length_533_cov_0.940789_S5	558
NODE_A9821_length_521_cov_18.689189_S5	487
NODE_A9823_length_521_cov_7.371622_S5	1991
NODE_A9903_length_519_cov_506.024887_S5	7340
NODE_A9965_length_518_cov_13.877551_S5	666
NODE_A9979_length_518_cov_4.746032_S5	394
NODE_B952_length_515_cov_1.447489_S5	353
NODE_A10260_length_512_cov_3.772414_S5	504
NODE_A10385_length_509_cov_26.745370_S5	2492
NODE_A10630_length_504_cov_19.512881_S5	434
NODE_A10632_length_504_cov_12.093677_S5	796
NODE_A10821_length_500_cov_6.361702_S5	474
