NODE	Virus	Class	Order 	Family
NODE_A3269_length_541_cov_1.747845_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A12975_length_559_cov_4.329876_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A17355_length_508_cov_7.055684_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A9897_length_606_cov_4.361059_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4549_length_1143_cov_22.156660_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A14963_length_534_cov_6.264770_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1235_length_672_cov_21.277311_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A1883_length_517_cov_3.000000_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A4415_length_696_cov_4.717286_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A1200_length_506_cov_1.405594_S41	phage	Unclassified	Unclassified	Unclassified
NODE_A275_length_918_cov_169.085612_S29	phage	Unclassified	Unclassified	Unclassified
NODE_A360_length_843_cov_4.951697_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A3276_length_540_cov_4.868251_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A4151_length_769_cov_6.011561_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A18235_length_500_cov_5.565012_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A9723_length_609_cov_3.723684_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2268_length_754_cov_3.871492_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A10302_length_549_cov_1.529661_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1149_length_683_cov_3.287129_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A253_length_976_cov_5.802002_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A9656_length_525_cov_5.388393_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A6960_length_582_cov_2.972277_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A4492_length_1150_cov_21.130475_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A4718_length_558_cov_4.850312_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A5303_length_658_cov_2.927711_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A11286_length_532_cov_8.661538_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2271_length_510_cov_1.374134_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A26_length_1995_cov_10.630344_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A780_length_742_cov_3.222556_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A215_length_1131_cov_32.848197_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A420_length_875_cov_3.189223_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A17003_length_553_cov_3.447479_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A272_length_931_cov_3.981265_S32	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B1478_length_661_cov_2.082192_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A5378_length_717_cov_4.898437_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A9837_length_607_cov_4.422642_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A11998_length_576_cov_11.052104_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A3428_length_1313_cov_6.093851_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2234_length_759_cov_3.250733_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A1552_length_620_cov_16.865562_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A4177_length_978_cov_7.250832_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A4384_length_504_cov_6.716628_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A4122_length_720_cov_21.480560_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3112_length_508_cov_2.464037_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A4413_length_708_cov_2.892235_S12	phage	Unclassified	Unclassified	Unclassified
NODE_B2473_length_564_cov_1.320329_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A1969_length_888_cov_3.424168_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A7126_length_614_cov_2.811918_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A15344_length_589_cov_4.113281_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1905_length_612_cov_2.910280_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1182_length_1066_cov_3.722952_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3914_length_731_cov_5.402141_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A966_length_715_cov_2.371473_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A14144_length_544_cov_5.252677_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1589_length_926_cov_14.016490_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2047_length_983_cov_3.516556_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A5164_length_647_cov_2.529825_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1274_length_626_cov_3.265938_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A1758_length_547_cov_11.761702_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A927_length_1742_cov_5.552553_S7	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1447_length_608_cov_5.538606_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A609_length_654_cov_161.006932_NC1	phage	Unclassified	Unclassified	Unclassified
NODE_B637_length_554_cov_1.737945_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A1756_length_526_cov_3.719376_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A12196_length_569_cov_11.075203_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1291_length_869_cov_9.950758_S44	phage	Unclassified	Unclassified	Unclassified
NODE_A2230_length_517_cov_6.125000_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A15878_length_577_cov_12.792000_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A13535_length_541_cov_10.424569_S38	phage	Unclassified	Unclassified	Unclassified
NODE_B1541_length_550_cov_2.735729_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A2400_length_504_cov_1.538642_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A2523_length_841_cov_7.467277_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A18243_length_500_cov_5.262411_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2958_length_798_cov_9.664355_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A2564_length_837_cov_3.703947_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A9517_length_562_cov_5.470103_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A4644_length_1133_cov_3.485795_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A5272_length_559_cov_5.769710_S9	phage	Unclassified	Unclassified	Unclassified
NODE_A428_length_840_cov_2.529489_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A11108_length_715_cov_2.322884_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A83_length_1548_cov_11.143440_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A7250_length_588_cov_5.048924_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A13138_length_557_cov_3.197917_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A8049_length_566_cov_1.672802_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A6201_length_639_cov_10.314947_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A905_length_689_cov_19.140523_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A320_length_968_cov_7.259259_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A647_length_546_cov_1.829424_S43	phage	Unclassified	Unclassified	Unclassified
NODE_A4948_length_685_cov_2.509868_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1809_length_544_cov_4.017131_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A369_length_1499_cov_14.104079_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A7980_length_861_cov_4.433673_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A3359_length_537_cov_3.121739_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A7698_length_878_cov_2.318352_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A13882_length_624_cov_5.656307_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A6280_length_617_cov_5.027778_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A2491_length_553_cov_2.350840_S6	phage	Unclassified	Unclassified	Unclassified
NODE_A7193_length_664_cov_2.614991_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A14524_length_539_cov_7.047619_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4572_length_686_cov_1.917898_S14	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1197_length_639_cov_12.135231_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A1222_length_724_cov_28.689335_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A8023_length_521_cov_5.279279_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A2966_length_655_cov_5.358131_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A2577_length_866_cov_7.963245_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1554_length_931_cov_5.217799_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A10915_length_722_cov_6.818605_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A3920_length_781_cov_4.607955_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1403_length_959_cov_3.384354_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A11161_length_535_cov_1.733624_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1227_length_593_cov_5.771318_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A418_length_1392_cov_3.386312_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A1024_length_769_cov_5.076590_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A11342_length_582_cov_1.467327_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5743_length_705_cov_7.407643_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4455_length_756_cov_3.880707_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A706_length_776_cov_3.447783_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_B1680_length_532_cov_1.336264_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1547_length_573_cov_1.110887_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A15810_length_579_cov_3.420319_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A3964_length_725_cov_5.529321_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A957_length_716_cov_3.496088_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A310_length_3678_cov_9.655374_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1533_length_599_cov_3.917625_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A6960_length_558_cov_6.723493_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A11407_length_703_cov_6.560703_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1507_length_998_cov_3.372421_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A14217_length_543_cov_6.929185_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1139_length_759_cov_22.690616_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A1662_length_657_cov_12.943103_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A8614_length_580_cov_4.312127_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A16669_length_515_cov_6.808219_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A10321_length_511_cov_2.271889_S5	phage	Unclassified	Unclassified	Unclassified
NODE_B1907_length_503_cov_3.643192_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A1213_length_601_cov_2.078244_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A19781_length_503_cov_4.558685_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A5923_length_605_cov_4.475379_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A125_length_1685_cov_6.731343_S22	phage	Unclassified	Unclassified	Unclassified
NODE_A12140_length_520_cov_2.397291_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2020_length_810_cov_3.084584_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A15234_length_592_cov_2.555340_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A2936_length_801_cov_2.422652_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A2179_length_513_cov_5.997706_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A12058_length_572_cov_2.785859_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A12332_length_517_cov_4.150000_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A4089_length_1200_cov_8.578807_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A2214_length_903_cov_3.541162_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A11073_length_536_cov_3.877996_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1206_length_521_cov_56.335586_NC1	phage	Unclassified	Unclassified	Unclassified
NODE_A6006_length_697_cov_9.285484_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4848_length_554_cov_6.905660_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A1454_length_568_cov_4.083503_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A10146_length_628_cov_8.562613_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A10151_length_515_cov_1.066210_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A4379_length_709_cov_4.590190_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A17316_length_509_cov_2.539352_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2532_length_560_cov_49.072464_S28	phage	Unclassified	Unclassified	Unclassified
NODE_A3335_length_538_cov_1.939262_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A11915_length_523_cov_2.917040_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A9781_length_522_cov_7.635955_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A1588_length_968_cov_4.768799_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A10332_length_598_cov_7.719770_S18	phage	Unclassified	Unclassified	Unclassified
NODE_B1139_length_609_cov_1.678571_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A625_length_729_cov_1.521472_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A7896_length_595_cov_3.303089_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A7261_length_610_cov_4.495310_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A224_length_1016_cov_10.640043_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A1636_length_633_cov_2.262590_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A133_length_2026_cov_22.197024_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2901_length_536_cov_24.446623_S28	phage	Unclassified	Unclassified	Unclassified
NODE_A994_length_775_cov_4.598854_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A1015_length_683_cov_3.282178_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A14256_length_543_cov_3.090129_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1936_length_537_cov_2.100000_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A11645_length_527_cov_6.624444_S12	phage	Unclassified	Unclassified	Unclassified
NODE_B585_length_500_cov_0.754137_S22	phage	Unclassified	Unclassified	Unclassified
NODE_A3380_length_508_cov_17.419954_S15	phage	Unclassified	Unclassified	Unclassified
NODE_A2048_length_602_cov_1.681905_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1470_length_633_cov_9.271583_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A6862_length_770_cov_4.870130_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A1055_length_542_cov_101.539785_NC1	phage	Unclassified	Unclassified	Unclassified
NODE_A17237_length_509_cov_6.942130_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4608_length_563_cov_1.773663_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A1806_length_577_cov_3.440000_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A4905_length_737_cov_2.453030_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1823_length_538_cov_1.652928_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A4795_length_741_cov_8.296687_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A9426_length_564_cov_3.640657_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A12888_length_560_cov_4.956522_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3117_length_520_cov_7.178330_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A10627_length_505_cov_1.474299_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A2676_length_858_cov_4.714469_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A16020_length_574_cov_4.939638_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A2282_length_751_cov_1.329377_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A8750_length_681_cov_1.341060_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A749_length_2020_cov_6.867730_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A12306_length_517_cov_6.993182_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A10986_length_587_cov_4.666667_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2269_length_550_cov_9.088795_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A827_length_728_cov_2.528418_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A10149_length_753_cov_2.857988_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A3131_length_785_cov_2.385593_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A482_length_852_cov_6.700645_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1705_length_552_cov_9.686316_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A1287_length_586_cov_5.514735_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A13383_length_554_cov_1.823899_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1015_length_632_cov_1.713514_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A14459_length_610_cov_2.787992_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1069_length_518_cov_4.498866_S16	phage	Unclassified	Unclassified	Unclassified
NODE_A2105_length_861_cov_7.625000_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3948_length_729_cov_6.194785_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1312_length_1041_cov_4.238589_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A9191_length_663_cov_4.784983_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A2909_length_843_cov_5.362924_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A12481_length_565_cov_6.180328_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4854_length_688_cov_9.405892_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A719_length_1223_cov_69.707679_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3491_length_532_cov_1.973626_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A2905_length_843_cov_6.687990_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A814_length_732_cov_3.912977_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A2467_length_876_cov_4.663329_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A8143_length_641_cov_9.618794_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A8710_length_822_cov_3.885906_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A15178_length_593_cov_3.213178_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A2181_length_600_cov_4.330784_S15	phage	Unclassified	Unclassified	Unclassified
NODE_A16495_length_517_cov_6.061364_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A809_length_651_cov_2.444251_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A18096_length_502_cov_2.350588_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A365_length_1431_cov_11.011817_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A318_length_886_cov_3.771323_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A11559_length_529_cov_1.703540_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A13694_length_549_cov_12.610169_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A982_length_529_cov_4.289823_S25	phage	Unclassified	Unclassified	Unclassified
NODE_A7202_length_663_cov_9.324232_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2983_length_839_cov_4.633858_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A11662_length_527_cov_4.262222_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1113_length_613_cov_4.938433_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A578_length_1235_cov_6.151123_S12	phage	Unclassified	Unclassified	Unclassified
NODE_B1046_length_563_cov_1.584362_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A9410_length_614_cov_5.918063_S18	phage	Unclassified	Unclassified	Unclassified
NODE_B243_length_904_cov_2.142684_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A5008_length_902_cov_5.661818_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A14319_length_525_cov_3.671875_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A991_length_1119_cov_10.465451_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2333_length_707_cov_2.363492_S44	phage	Unclassified	Unclassified	Unclassified
NODE_A1572_length_618_cov_4.051756_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A9817_length_522_cov_1.680899_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A3316_length_629_cov_3.063406_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A2628_length_543_cov_6.180258_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A6499_length_511_cov_1.788018_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A401_length_825_cov_16.906417_S37	phage	Unclassified	Unclassified	Unclassified
NODE_A701_length_757_cov_2.911765_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A4139_length_716_cov_6.829421_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A633_length_797_cov_5.693056_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A13472_length_543_cov_3.843348_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A11633_length_577_cov_7.168000_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A922_length_605_cov_1.863636_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A5042_length_731_cov_6.663609_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A963_length_1055_cov_4.241309_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A806_length_823_cov_22.408847_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A7381_length_659_cov_3.374570_S18	phage	Unclassified	Unclassified	Unclassified
NODE_B355_length_639_cov_13.638790_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A9774_length_513_cov_3.630734_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A2130_length_784_cov_2.042433_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A4643_length_561_cov_6.642562_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A17098_length_511_cov_2.970046_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3851_length_520_cov_1.388262_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1856_length_524_cov_8.114094_S22	phage	Unclassified	Unclassified	Unclassified
NODE_A1024_length_540_cov_94.807775_S29	phage	Unclassified	Unclassified	Unclassified
NODE_A1847_length_946_cov_13.665132_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A6566_length_510_cov_0.919169_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A13077_length_648_cov_6.162872_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A4982_length_658_cov_1.858864_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A6172_length_517_cov_2.579545_S9	phage	Unclassified	Unclassified	Unclassified
NODE_A2996_length_512_cov_4.009195_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A10488_length_507_cov_4.165116_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A6220_length_690_cov_14.791191_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A13143_length_550_cov_6.006342_S38	phage	Unclassified	Unclassified	Unclassified
NODE_B1076_length_558_cov_2.149688_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A13841_length_625_cov_10.414234_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1440_length_521_cov_3.385135_S17	phage	Unclassified	Unclassified	Unclassified
NODE_A18411_length_526_cov_9.759465_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A6088_length_520_cov_1.778781_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A882_length_635_cov_3.446237_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B1548_length_664_cov_2.548552_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A2324_length_584_cov_5.112426_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A12207_length_519_cov_2.595023_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A10682_length_542_cov_9.374194_S12	phage	Unclassified	Unclassified	Unclassified
NODE_B618_length_661_cov_3.904110_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3624_length_609_cov_3.003759_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A4736_length_558_cov_1.869023_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A3244_length_821_cov_3.456989_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2285_length_515_cov_2.011416_S48	phage	Unclassified	Unclassified	Unclassified
NODE_B1340_length_703_cov_1.180511_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A6751_length_603_cov_3.857414_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A13455_length_553_cov_1.920168_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A18656_length_522_cov_2.898876_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A60_length_1653_cov_37.197335_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A5259_length_721_cov_7.034161_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A7151_length_591_cov_7.626459_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A769_length_1130_cov_4.331434_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A13568_length_541_cov_2.131466_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A3894_length_713_cov_5.893082_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A1468_length_993_cov_5.433406_S5	phage	Unclassified	Unclassified	Unclassified
NODE_B677_length_645_cov_1.875000_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A995_length_792_cov_17.078322_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A2696_length_533_cov_6.717105_S6	phage	Unclassified	Unclassified	Unclassified
NODE_A4001_length_727_cov_4.564615_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A10756_length_502_cov_3.315294_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A1401_length_592_cov_1.147573_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A1489_length_1023_cov_3.384778_S9	phage	Unclassified	Unclassified	Unclassified
NODE_A6264_length_637_cov_8.717857_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A10350_length_502_cov_2.955294_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A16554_length_517_cov_1.750000_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A875_length_714_cov_3.821036_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A5418_length_665_cov_11.841837_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A4609_length_683_cov_3.249175_S14	phage	Unclassified	Unclassified	Unclassified
