NODE	Virus	Class	Order 	Family
NODE_A17_length_2152_cov_24.268434_S48	phage	Unclassified	Unclassified	Unclassified
NODE_B62_length_861_cov_2.387755_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A14780_length_602_cov_4.939048_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A427_length_872_cov_8.598742_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A11688_length_576_cov_12.985972_S18	phage	Unclassified	Unclassified	Unclassified
NODE_B186_length_519_cov_1.574661_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A556_length_823_cov_3.983914_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1034_length_701_cov_4.099359_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A2776_length_802_cov_7.397241_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3118_length_523_cov_36.367713_S15	phage	Unclassified	Unclassified	Unclassified
NODE_A4452_length_569_cov_2.315041_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A753_length_653_cov_4.388889_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A484_length_779_cov_3.572650_S33	phage	Unclassified	Unclassified	Unclassified
NODE_A132_length_1306_cov_7.301058_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A3567_length_529_cov_6.429204_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1231_length_501_cov_1.636792_S41	phage	Unclassified	Unclassified	Unclassified
NODE_A2976_length_528_cov_40.977827_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A6033_length_823_cov_5.113941_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1445_length_515_cov_1.116438_S37	phage	Unclassified	Unclassified	Unclassified
NODE_A589_length_1273_cov_5.500000_S5	phage	Unclassified	Unclassified	Unclassified
NODE_B219_length_623_cov_0.578755_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A3255_length_503_cov_2.553991_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A103_length_1461_cov_3.812139_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A17844_length_504_cov_4.555035_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A260_length_965_cov_4.444820_S41	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1427_length_955_cov_2.630979_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A7588_length_654_cov_2.180243_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A9703_length_558_cov_10.540541_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A14570_length_520_cov_1.862302_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1887_length_517_cov_1.625000_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A12477_length_565_cov_6.844262_S18	phage	Unclassified	Unclassified	Unclassified
NODE_B970_length_647_cov_1.080702_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3796_length_521_cov_6.069820_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A3943_length_780_cov_6.480797_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A10313_length_548_cov_9.201699_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A8507_length_554_cov_2.853249_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A2016_length_529_cov_2.887168_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A1182_length_1002_cov_7.292973_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A618_length_542_cov_1.600000_S26	phage	Unclassified	Unclassified	Unclassified
NODE_A1089_length_618_cov_3.974122_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A1568_length_685_cov_33.802632_S15	phage	Unclassified	Unclassified	Unclassified
NODE_B848_length_504_cov_3.154567_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A221_length_1395_cov_4.797420_S2	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A976_length_780_cov_12.223329_S21	phage	Unclassified	Unclassified	Unclassified
NODE_C25_length_747_cov_1.114925_S28	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A10491_length_618_cov_6.972274_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A828_length_713_cov_17.180818_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A1445_length_1010_cov_1.711683_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A13740_length_549_cov_3.478814_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1065_length_707_cov_13.649206_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A11402_length_531_cov_3.235683_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A375_length_1137_cov_35.911321_S15	phage	Unclassified	Unclassified	Unclassified
NODE_A2095_length_863_cov_4.895674_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3991_length_724_cov_2.489954_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A41_length_2271_cov_13.316317_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A18250_length_500_cov_4.893617_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1468_length_572_cov_4.723232_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A12895_length_560_cov_4.542443_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A860_length_656_cov_2.953368_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A1849_length_616_cov_2.617811_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2163_length_1605_cov_6.031414_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A7401_length_896_cov_4.010989_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A3947_length_1007_cov_2.404301_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2284_length_509_cov_3.511574_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A2888_length_557_cov_1.452083_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A4129_length_720_cov_4.497667_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1955_length_829_cov_2.843085_S7	eukaryotic_virus	Caudoviricetes	Unclassified	Kyanoviridae
NODE_A547_length_675_cov_2.205686_S49	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2744_length_529_cov_6.250000_S6	phage	Unclassified	Unclassified	Unclassified
NODE_A15988_length_523_cov_3.531390_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A7031_length_556_cov_2.611691_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A2283_length_895_cov_13.123472_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A7547_length_655_cov_3.378893_S18	phage	Unclassified	Unclassified	Unclassified
NODE_B642_length_592_cov_1.520388_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A3487_length_759_cov_3.607038_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A13334_length_554_cov_5.580713_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1267_length_552_cov_2.484211_S17	phage	Unclassified	Unclassified	Unclassified
NODE_A2590_length_560_cov_42.374741_S15	phage	Unclassified	Unclassified	Unclassified
NODE_A9644_length_610_cov_4.891182_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1985_length_528_cov_7.523282_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A12431_length_516_cov_2.981777_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A6050_length_611_cov_2.846442_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2766_length_544_cov_1.593148_S28	phage	Unclassified	Unclassified	Unclassified
NODE_A2686_length_824_cov_4.902276_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A3797_length_521_cov_5.853604_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1222_length_994_cov_5.135224_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1018_length_1111_cov_10.841393_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2210_length_852_cov_6.176774_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1600_length_538_cov_5.765727_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A214_length_1125_cov_9.370229_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A15389_length_529_cov_5.528761_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A549_length_727_cov_4.392308_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A10898_length_606_cov_3.294896_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A17494_length_544_cov_1.334047_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A469_length_1415_cov_13.521674_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5596_length_709_cov_12.352848_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A7553_length_579_cov_9.868526_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A6982_length_669_cov_5.753378_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1374_length_518_cov_1.768707_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A13104_length_557_cov_6.000000_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A831_length_1103_cov_6.615010_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A16456_length_518_cov_2.435374_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A196_length_1151_cov_45.534451_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A15729_length_525_cov_17.515625_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A9139_length_620_cov_3.423573_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A146_length_1254_cov_5.948173_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A244_length_1263_cov_14.548061_S49	phage	Unclassified	Unclassified	Unclassified
NODE_A188_length_1285_cov_7.460265_S19	phage	Unclassified	Unclassified	Unclassified
NODE_A94_length_1957_cov_41.408511_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B522_length_571_cov_1.255061_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A10838_length_589_cov_6.525391_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A12630_length_562_cov_4.307216_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A195_length_1228_cov_47.991312_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A13251_length_548_cov_4.492569_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A5141_length_664_cov_16.463373_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A2083_length_557_cov_8.143750_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A5383_length_873_cov_4.340452_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A469_length_624_cov_4.043876_S32	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A531_length_834_cov_4.875826_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A2927_length_555_cov_4.271967_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A815_length_592_cov_1.702913_S41	phage	Unclassified	Unclassified	Unclassified
NODE_A12617_length_513_cov_4.362385_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A6857_length_563_cov_2.666667_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A5992_length_628_cov_5.201452_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A820_length_635_cov_3.014337_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A3543_length_530_cov_2.770419_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A3223_length_772_cov_5.243165_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1363_length_1011_cov_4.186296_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A9080_length_803_cov_4.280992_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1317_length_664_cov_2.148211_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A2467_length_717_cov_3.479687_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A5467_length_664_cov_3.783646_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A4162_length_511_cov_1.845622_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1015_length_1112_cov_7.251208_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A429_length_744_cov_2.310345_S19	phage	Unclassified	Unclassified	Unclassified
NODE_A12429_length_566_cov_5.642127_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A10318_length_511_cov_2.804147_S5	phage	Unclassified	Unclassified	Unclassified
NODE_B557_length_927_cov_1.103529_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A2221_length_1584_cov_9.355010_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3148_length_518_cov_10.582766_S21	phage	Caudoviricetes	Unclassified	Schitoviridae
NODE_A1009_length_1611_cov_9.003259_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A7966_length_593_cov_9.732558_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A6809_length_601_cov_15.183206_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A10317_length_548_cov_7.569002_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A5796_length_703_cov_10.797125_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A10419_length_547_cov_2.710638_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A5353_length_656_cov_1.915371_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A3360_length_508_cov_6.461717_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A304_length_943_cov_6.270208_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A1589_length_663_cov_23.943686_S21	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2830_length_519_cov_2.651584_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A1813_length_545_cov_2.440171_S46	phage	Unclassified	Unclassified	Unclassified
NODE_B548_length_647_cov_4.787719_S21	phage	Unclassified	Unclassified	Unclassified
NODE_B149_length_870_cov_6.134931_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A5333_length_669_cov_4.255068_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1799_length_523_cov_2.569507_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2750_length_680_cov_2.533997_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A414_length_787_cov_2.007042_S41	phage	Unclassified	Unclassified	Unclassified
NODE_A1147_length_754_cov_4.224520_S6	phage	Unclassified	Unclassified	Unclassified
NODE_B1731_length_526_cov_5.204900_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4693_length_745_cov_3.417665_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2037_length_869_cov_6.796717_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A872_length_661_cov_1.650685_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A957_length_686_cov_7.566502_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A3711_length_743_cov_7.493994_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3355_length_1327_cov_4.549600_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A2320_length_504_cov_2.562061_S46	phage	Unclassified	Unclassified	Unclassified
NODE_B76_length_811_cov_2.486376_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A538_length_734_cov_7.852359_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A9595_length_611_cov_3.382022_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1205_length_1681_cov_7.794264_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A18439_length_526_cov_3.481069_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1434_length_638_cov_13.459893_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A11458_length_530_cov_3.761589_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A7472_length_582_cov_2.534653_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A829_length_861_cov_9.785714_S6	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A6406_length_613_cov_9.466418_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A2379_length_567_cov_95.200000_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A87_length_1546_cov_6.303608_S41	phage	Unclassified	Unclassified	Unclassified
NODE_A10339_length_598_cov_5.458733_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A12524_length_565_cov_2.618852_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A9301_length_533_cov_10.219298_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A11413_length_592_cov_6.467961_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A7918_length_865_cov_1.619289_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1315_length_706_cov_9.974563_S21	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A9484_length_563_cov_2.469136_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2697_length_519_cov_18.780543_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A12422_length_566_cov_7.173824_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A17319_length_547_cov_4.112766_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3488_length_532_cov_2.589011_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A3740_length_741_cov_12.376506_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A201_length_1097_cov_18.059804_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A137_length_1607_cov_18.471895_S6	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1593_length_984_cov_5.196251_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1074_length_1095_cov_5.854617_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3216_length_518_cov_33.809524_S28	phage	Unclassified	Unclassified	Unclassified
NODE_A12621_length_662_cov_4.150427_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A103_length_1486_cov_4.216466_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A9514_length_612_cov_9.052336_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A914_length_627_cov_2.658182_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A4434_length_503_cov_3.488263_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A279_length_1043_cov_8.511387_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A936_length_566_cov_4.621677_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2643_length_553_cov_13.707983_S21	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A5241_length_722_cov_7.141085_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2342_length_570_cov_3.809331_S6	phage	Unclassified	Unclassified	Unclassified
NODE_A15438_length_529_cov_2.444690_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A866_length_712_cov_5.384252_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A16188_length_521_cov_3.310811_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1224_length_635_cov_3.480287_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A519_length_836_cov_5.313570_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1971_length_877_cov_5.393750_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1239_length_1031_cov_5.912998_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A626_length_798_cov_4.890430_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A17956_length_503_cov_4.009390_S18	phage	Unclassified	Unclassified	Unclassified
NODE_B58_length_1228_cov_3.569939_S5	phage	Unclassified	Unclassified	Unclassified
NODE_B1273_length_587_cov_1.223529_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A8336_length_511_cov_2.036866_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A1014_length_1042_cov_4.561658_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A17248_length_509_cov_6.078704_S18	phage	Unclassified	Unclassified	Unclassified
